A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
114305.328125,95551.265625,76801.25,58024.28125,35469.2890625,14356.4208984375,,,103339.3671875,101203.6328125,82273.703125,57733.16796875,37330.6640625,14058.2783203125,,,,,,,,,,,3376.463134765625,4252.36669921875,4188.55126953125,12281.078125,-2700.90283203125,,,,,,,,,,,,6401.9814453125,3273.1708984375,3825.761474609375,7103.353515625,1858.697021484375,-3771.521484375,,
114425.640625,95360.3515625,76755.4140625,57991.58203125,35417.1875,14349.2685546875,,,103451.359375,99782.3046875,81978.0703125,57596.296875,37379.9453125,14021.810546875,,,,,,,,,,,3337.146728515625,4275.7392578125,4167.6171875,12270.220703125,-2709.8232421875,,,,,,,,,,,,6382.53662109375,3227.529541015625,3789.567138671875,7124.68359375,1852.5233154296875,-3780.553466796875,,
114187.25,95418.7265625,76769.2890625,57872.7265625,35499.90625,14340.7041015625,,,103228.2265625,99886.5703125,82205.1171875,57592.8828125,37359.75,14037.09375,,,,,,,,,,,3390.114501953125,4278.9326171875,4170.04638671875,12303.712890625,-2712.7138671875,,,,,,,,,,,,6409.2900390625,3226.049072265625,3820.057373046875,7241.69287109375,1861.05126953125,-3751.7841796875,,
114292.859375,95469.671875,76679.875,57724.25,35457.8828125,14320.7021484375,,,103439.890625,101282.953125,82199.796875,57750.52734375,37395.86328125,14005.98046875,,,,,,,,,,,3399.68115234375,4283.91796875,4222.7353515625,12284.8134765625,-2697.15185546875,,,,,,,,,,,,6411.8046875,3279.796875,3805.369140625,7258.21044921875,1878.31787109375,-3760.15966796875,,
114190.8671875,95529.7265625,76599.9765625,57810.67578125,35445.7578125,14256.9072265625,,,103162.9140625,100938.140625,82165.28125,57509.5,37443.98046875,13957.017578125,,,,,,,,,,,3413.65576171875,4308.3623046875,4244.21728515625,12330.0205078125,-2683.89599609375,,,,,,,,,,,,6396.72021484375,3280.1259765625,3836.83154296875,7267.4775390625,1906.957275390625,-3760.859375,,
114293.9296875,95333.140625,76696.3203125,57843.35546875,35478.88671875,14276.6962890625,,,103477.78125,99647.609375,82160.5546875,57508.19140625,37441.80859375,13958.7734375,,,,,,,,,,,3394.603759765625,4321.51220703125,4170.8623046875,12338.86328125,-2673.416015625,,,,,,,,,,,,6416.603515625,3242.472900390625,3832.519775390625,7300.796875,1892.79541015625,-3745.56884765625,,
114121.4375,95325.3359375,76606.8984375,57860.7578125,35433.57421875,14264.66015625,,,103265.5,99830.1484375,82144.296875,57622.39453125,37492.15625,13970.15625,,,,,,,,,,,3473.869873046875,4326.4521484375,4171.8974609375,12360.775390625,-2668.057373046875,,,,,,,,,,,,6436.66064453125,3297.1884765625,3835.246826171875,7304.33740234375,1907.354736328125,-3748.314453125,,
114195.734375,95345.28125,76700.1875,57957.19921875,35451.7890625,14252.6513671875,,,103398.890625,99770.640625,81982.21875,57510.17578125,37415.0546875,13898.7763671875,,,,,,,,,,,3428.34228515625,4321.6953125,4068.4130859375,12371.96875,-2685.412841796875,,,,,,,,,,,,6431.5400390625,3297.207275390625,3815.93798828125,7323.49462890625,1905.510498046875,-3749.68115234375,,
114111.7734375,95405.390625,76497.4375,57823.2421875,35380.21484375,14208.6513671875,,,103129.3515625,100622.328125,82090.0859375,57570.859375,37424.3984375,13915.595703125,,,,,,,,,,,3459.4609375,4327.08984375,4240.76123046875,12373.892578125,-2653.287109375,,,,,,,,,,,,6444.3359375,3311.193359375,3832.41064453125,7346.09521484375,1918.3837890625,-3729.1865234375,,
114135.3984375,95374.84375,76566.1328125,57895.01953125,35462.03515625,14219.78515625,,,103180.3125,100640.328125,82016.7421875,57551.34765625,37367.3515625,13873.072265625,,,,,,,,,,,3472.3251953125,4329.525390625,4225.7978515625,12384.662109375,-2644.207275390625,,,,,,,,,,,,6448.521484375,3299.86669921875,3842.041748046875,7336.1318359375,1929.0218505859375,-3722.701171875,,
